job_id,skill
288,Redshift
288,SQL
288,Snowflake
288,Spark
289,AWS
289,Hadoop
289,Hive
289,Java
289,Kafka
289,MySQL
289,NoSQL
289,Python
289,SQL
289,Scala
289,Spark
290,AWS
290,Airflow
290,Data Modeling
290,Data Warehouse
290,Hadoop
290,Java
290,Linux
290,Machine Learning
290,MongoDB
290,NoSQL
290,Python
290,Redshift
290,SQL
290,Scala
290,Spark
291,AWS
291,Data Modeling
291,Docker
291,Git
291,Hadoop
291,Hive
291,Java
291,Kafka
291,Kubernetes
291,Linux
291,Machine Learning
291,Python
291,Scala
291,Spark
292,AWS
292,Data Warehouse
292,ETL
292,NoSQL
292,Python
292,Redshift
292,SQL
293,Git
293,Machine Learning
293,Python
294,AWS
294,Data Modeling
294,ETL
294,GCP
294,Git
294,Hadoop
294,Hive
294,Linux
294,Machine Learning
294,Python
294,R
294,SQL
294,SQL Server
294,Spark
295,SQL
296,Data Warehouse
296,Java
296,Python
297,AWS
297,Data Warehouse
297,ELT
297,ETL
297,Hadoop
297,Java
297,Kafka
297,Machine Learning
297,Python
297,Redshift
297,SQL
297,Spark
298,AWS
298,Data Lake
298,Data Modeling
298,Data Warehouse
298,ELT
298,ETL
298,MongoDB
298,NoSQL
298,SQL
298,SQL Server
298,Snowflake
298,Tableau
299,Kubernetes
300,Git
300,Machine Learning
300,Python
300,SQL
300,Scala
300,Spark
301,Kubernetes
301,Linux
301,NoSQL
302,AWS
302,Data Modeling
302,Docker
302,Kubernetes
302,MongoDB
302,NoSQL
302,SQL
303,AWS
303,Docker
303,ETL
303,MySQL
303,Python
303,Redshift
303,SQL
303,Spark
304,AWS
304,Data Warehouse
304,ETL
304,NoSQL
304,Python
304,Redshift
304,SQL
305,AWS
305,Airflow
305,ETL
305,Java
305,Kafka
305,Kubernetes
305,Looker
305,Pandas
305,Python
305,Redshift
305,Tableau
306,Hadoop
306,Java
306,Machine Learning
306,Python
306,R
307,AWS
307,Data Modeling
307,Docker
307,Git
307,Java
307,Kafka
307,Kubernetes
307,Linux
307,NoSQL
307,Python
307,Tableau
308,Data Modeling
308,Java
308,Linux
308,Oracle
308,SQL
309,AWS
309,Airflow
309,BigQuery
309,Data Lake
309,Docker
309,GCP
309,Java
309,Kubernetes
309,MySQL
309,Pandas
309,PostgreSQL
309,Python
309,Redshift
309,SQL
309,Scala
309,Snowflake
309,Spark
310,AWS
310,Hadoop
310,NoSQL
310,Spark
311,BigQuery
311,Docker
311,Hadoop
311,Java
311,Kafka
311,Linux
311,MySQL
311,R
311,Spark
312,AWS
312,Data Modeling
312,Docker
312,Git
312,Java
312,Kafka
312,Kubernetes
312,Linux
312,NoSQL
312,Python
312,Redshift
312,Tableau
313,Machine Learning
313,Python
313,R
314,AWS
314,Docker
314,Git
314,Java
314,Kubernetes
314,Linux
314,NoSQL
314,Python
315,Azure
315,Data Lake
315,Oracle
315,Python
315,SQL
315,SQL Server
315,Spark
316,AWS
316,Data Warehouse
316,Hadoop
316,Java
316,Kafka
316,Python
316,SQL
316,Scala
316,Spark
317,AWS
317,ELT
317,ETL
317,Hadoop
317,Hive
317,Java
317,Kafka
317,Machine Learning
317,Redshift
317,Spark
319,AWS
319,Data Lake
319,GCP
319,NoSQL
319,Python
319,SQL
320,AWS
320,Hadoop
320,Java
320,Machine Learning
320,Python
320,R
320,Redshift
320,SQL
320,Spark
321,AWS
321,Data Warehouse
321,ETL
321,Linux
321,SQL
322,Docker
322,Git
322,Hadoop
322,Java
322,Kubernetes
322,Python
322,SQL
322,Scala
324,Data Warehouse
324,ETL
324,Looker
324,Oracle
324,Python
324,R
324,SQL
324,SQL Server
324,Snowflake
324,Tableau
325,Machine Learning
326,AWS
326,ETL
326,Hadoop
326,Hive
326,Java
326,MySQL
326,Oracle
326,Python
326,R
326,SQL
327,AWS
327,Azure
327,Data Lake
327,Docker
327,GCP
327,Hadoop
327,Hive
327,Java
327,Kafka
327,Kubernetes
327,Python
327,Scala
327,Spark
329,Airflow
329,ETL
329,Hadoop
329,Kafka
329,MySQL
329,Python
329,SQL
329,Spark
330,AWS
330,Airflow
330,ELT
330,ETL
330,Git
330,Hadoop
330,Java
330,Kafka
330,NoSQL
330,Python
330,SQL
330,Scala
330,Snowflake
330,Spark
330,Tableau
331,AWS
331,Azure
331,Data Lake
331,Data Modeling
331,Data Warehouse
331,ETL
331,Java
331,Python
331,R
331,SQL
331,SQL Server
332,AWS
332,BigQuery
332,GCP
332,Hadoop
332,Hive
332,Java
332,Python
332,Redshift
332,Scala
332,Spark
333,AWS
333,Airflow
333,BigQuery
333,ETL
333,GCP
333,Java
333,Looker
333,Python
333,Redshift
333,SQL
333,Scala
333,Snowflake
333,Spark
333,Tableau
334,AWS
334,ETL
334,Python
334,Redshift
334,SQL
334,Spark
335,AWS
335,BigQuery
335,GCP
335,Kafka
335,Machine Learning
335,MySQL
335,Pandas
335,Python
336,AWS
336,Data Lake
336,Data Modeling
336,Data Warehouse
336,ELT
336,ETL
336,MongoDB
336,NoSQL
336,SQL
336,SQL Server
336,Snowflake
336,Tableau
337,Hadoop
337,Hive
337,Java
337,Python
337,SQL
337,Spark
338,Linux
338,Python
339,AWS
339,Airflow
339,ETL
339,Python
339,Redshift
339,SQL
339,Scala
339,Snowflake
339,Spark
340,AWS
340,ETL
340,Hadoop
340,Java
340,MySQL
340,NoSQL
340,Oracle
340,PostgreSQL
340,Python
340,SQL
340,Spark
341,AWS
341,Data Modeling
341,Docker
341,ETL
341,Git
341,Java
341,Kubernetes
341,NoSQL
341,Python
342,AWS
342,Java
342,Machine Learning
342,Python
342,SQL
343,Git
343,Machine Learning
343,Python
343,SQL
343,Scala
343,Spark
344,Data Modeling
344,Data Warehouse
344,ETL
344,SQL
344,SQL Server
344,Tableau
345,Java
345,Python
346,Docker
346,Java
346,Python
346,SQL
346,Scala
346,Spark
347,AWS
347,Airflow
347,Docker
347,ETL
347,Hadoop
347,Hive
347,Java
347,Kafka
347,Python
347,Scala
347,Spark
348,AWS
348,Azure
348,Java
348,Machine Learning
348,Python
348,Scala
349,Hadoop
349,Java
349,Kafka
349,PostgreSQL
349,SQL
349,Scala
349,Spark
350,Azure
350,Data Lake
350,Machine Learning
350,Oracle
350,Python
350,SQL
350,SQL Server
350,Spark
351,Python
351,R
352,AWS
352,SQL
352,Tableau
353,BigQuery
353,GCP
353,Hadoop
353,Java
353,Kafka
353,Machine Learning
353,PostgreSQL
353,Python
354,Azure
354,Data Lake
354,Oracle
354,Python
354,SQL
354,SQL Server
354,Spark
355,Azure
355,Data Lake
355,Oracle
355,Python
355,SQL
355,SQL Server
355,Spark
356,Linux
356,Oracle
356,Python
356,SQL
357,AWS
357,Airflow
357,Java
357,Kafka
357,Python
357,SQL
357,Scala
357,Snowflake
357,Spark
358,AWS
358,Linux
358,Oracle
358,Python
358,Redshift
358,Tableau
360,Git
360,Hadoop
360,Hive
360,Java
360,Linux
360,Machine Learning
360,MongoDB
360,PostgreSQL
360,Spark
361,AWS
361,ELT
361,ETL
361,Git
361,Hadoop
361,Java
361,Kafka
361,Linux
361,MySQL
361,NoSQL
361,Python
361,SQL
361,Scala
361,Snowflake
361,Spark
362,AWS
362,Data Modeling
362,ETL
362,Hadoop
362,Hive
362,Kafka
362,Linux
362,MongoDB
362,MySQL
362,NoSQL
362,NumPy
362,Pandas
362,Python
362,Redshift
362,SQL
362,Spark
362,Tableau
363,AWS
363,Airflow
363,Hive
363,Machine Learning
363,Python
363,SQL
363,Spark
363,Tableau
364,Data Modeling
364,Data Warehouse
364,ETL
364,Hadoop
364,Hive
364,Java
364,Kafka
364,Python
364,Scala
364,Spark
365,AWS
365,Azure
365,Hive
365,Java
365,NoSQL
365,Python
365,SQL
365,Scala
365,Spark
366,Machine Learning
367,Docker
367,Machine Learning
367,MongoDB
367,MySQL
367,NoSQL
367,Python
368,AWS
368,Airflow
368,Data Warehouse
368,ETL
368,Hadoop
368,Hive
368,Python
368,Redshift
368,SQL
368,Scala
368,Snowflake
368,Spark
369,AWS
369,Docker
369,ETL
369,Hadoop
369,Java
369,Kafka
369,Kubernetes
369,MongoDB
369,MySQL
369,NoSQL
369,PostgreSQL
369,Python
369,SQL
369,Snowflake
370,AWS
370,ETL
370,Hadoop
370,Hive
370,Java
370,Kafka
370,Machine Learning
370,MongoDB
370,NoSQL
370,Redshift
370,Spark
371,AWS
371,Airflow
371,Hadoop
371,Linux
371,NoSQL
371,Python
371,Redshift
371,SQL
371,Scala
371,Spark
372,AWS
372,Data Modeling
372,Docker
372,Git
372,Hadoop
372,Java
372,Kafka
372,Kubernetes
372,Linux
372,Machine Learning
372,Python
372,Scala
372,Spark
373,AWS
373,Airflow
373,Data Modeling
373,ELT
373,ETL
373,Hive
373,Java
373,Python
373,SQL
373,Snowflake
373,Spark
375,BigQuery
375,Docker
375,GCP
375,Git
375,Hadoop
375,Java
375,Kafka
375,Kubernetes
375,NoSQL
375,Python
375,SQL
375,Scala
375,Spark
376,AWS
376,Data Warehouse
376,ELT
376,ETL
376,Linux
376,Oracle
376,Python
376,Redshift
376,SQL
376,SQL Server
376,Snowflake
377,AWS
377,Airflow
377,Hadoop
377,Linux
377,NoSQL
377,Python
377,Redshift
377,SQL
377,Scala
377,Spark
378,AWS
378,ETL
378,GCP
378,Hadoop
378,Python
378,Scala
380,AWS
380,Docker
380,Git
380,Java
380,Kubernetes
380,Linux
380,NoSQL
380,Python
381,SQL
382,AWS
382,Data Warehouse
382,Docker
382,Python
382,Spark
383,SQL
384,ETL
384,Git
384,Java
384,Linux
384,Machine Learning
384,Python
385,Hadoop
385,Hive
385,Java
385,Python
385,SQL
385,Spark
387,AWS
387,Azure
387,Hadoop
387,Hive
387,Kafka
387,Kubernetes
387,Machine Learning
387,NoSQL
387,Python
387,SQL
387,Spark
388,AWS
388,Data Modeling
388,Docker
388,Git
388,Java
388,Kafka
388,Kubernetes
388,Linux
388,NoSQL
388,Python
388,Tableau
389,AWS
389,Docker
389,ETL
389,MySQL
389,Python
389,Redshift
389,SQL
389,Spark
390,AWS
390,ETL
390,Hadoop
390,Java
390,MySQL
390,NoSQL
390,Oracle
390,PostgreSQL
390,Python
390,SQL
390,Spark
391,Data Warehouse
391,ETL
391,SQL
392,Python
392,SQL
393,AWS
393,Git
394,AWS
394,Data Warehouse
394,ETL
394,MySQL
394,Redshift
395,Data Lake
395,Data Modeling
395,Data Warehouse
397,AWS
397,Hadoop
397,Hive
397,Java
397,Kafka
397,MySQL
397,NoSQL
397,Python
397,SQL
397,Scala
397,Spark
399,Looker
399,SQL
399,Snowflake
399,Tableau
400,AWS
400,Azure
400,Data Modeling
400,ETL
400,MongoDB
400,MySQL
400,NoSQL
400,Oracle
400,PostgreSQL
400,SQL
400,SQL Server
400,Tableau
401,Airflow
401,Docker
401,Kubernetes
401,NoSQL
401,Python
401,SQL
401,Spark
402,AWS
402,Azure
402,Docker
402,Hadoop
402,Java
402,MongoDB
402,NoSQL
402,Python
402,Scala
402,Spark
403,Azure
403,Scala
404,Linux
404,SQL
405,AWS
405,Data Modeling
405,Docker
405,Hadoop
405,Hive
405,Java
405,Kafka
405,Kubernetes
405,Machine Learning
405,MySQL
405,NoSQL
405,Oracle
405,PostgreSQL
405,Python
405,SQL
405,Scala
405,Spark
406,Java
406,MongoDB
406,Python
406,Redshift
406,SQL
407,AWS
407,Azure
407,GCP
407,Java
407,Kafka
407,Python
407,SQL
408,ETL
408,Hadoop
408,Hive
408,Java
408,Kafka
408,Linux
408,Python
408,SQL
408,Scala
408,Spark
409,Airflow
409,BigQuery
409,Data Warehouse
409,ELT
409,ETL
409,GCP
409,Hadoop
409,Hive
409,Java
409,Machine Learning
409,NoSQL
409,Python
409,Scala
409,Snowflake
409,Spark
410,Data Lake
410,Java
410,Machine Learning
410,Python
412,AWS
412,Azure
412,BigQuery
412,ETL
412,GCP
412,Hadoop
412,Java
412,Python
412,Redshift
412,SQL
412,Snowflake
412,Spark
413,Git
413,Java
413,NoSQL
413,SQL
415,AWS
415,Airflow
415,Azure
415,Docker
415,Hadoop
415,Java
415,Kafka
415,Kubernetes
415,NoSQL
415,Python
415,SQL
415,Snowflake
415,Spark
416,Linux
416,Python
417,AWS
417,Azure
417,Data Lake
417,Data Modeling
417,Docker
417,ETL
417,GCP
417,Git
417,Hadoop
417,Machine Learning
417,NoSQL
417,Python
417,SQL
417,Spark
418,AWS
418,MySQL
418,Python
419,AWS
419,ETL
419,Python
419,SQL
419,Spark
420,AWS
420,Azure
420,GCP
420,Java
421,Azure
421,ELT
421,ETL
421,Python
422,Data Modeling
422,Data Warehouse
422,ETL
422,SQL
423,AWS
423,Data Warehouse
423,ETL
423,Hadoop
423,Hive
423,Java
423,Python
423,SQL
423,Scala
423,Snowflake
423,Spark
424,Hadoop
424,Java
424,Machine Learning
424,NoSQL
424,Python
424,Spark
425,Azure
425,Java
425,NoSQL
425,SQL
426,SQL
427,Python
428,Linux
428,Pandas
428,Python
429,Airflow
429,Docker
429,Kubernetes
429,NoSQL
429,Python
429,SQL
429,Spark
430,AWS
430,Azure
430,Docker
430,Hadoop
430,Java
430,MongoDB
430,NoSQL
430,Python
430,Scala
430,Spark
431,Airflow
431,Azure
431,Data Modeling
431,ETL
431,Kafka
431,MongoDB
431,NoSQL
431,Python
431,SQL
431,SQL Server
431,Scala
432,AWS
432,Java
432,Python
432,SQL
432,Scala
433,Git
433,Python
434,AWS
434,Airflow
434,Azure
434,Docker
434,GCP
434,Java
434,Kafka
434,Kubernetes
434,Machine Learning
434,NoSQL
434,Python
435,AWS
435,Azure
435,Git
435,Hadoop
435,Hive
435,Java
435,Kafka
435,Linux
435,Machine Learning
435,Python
435,SQL
435,Scala
435,Spark
436,AWS
436,Airflow
436,Data Lake
436,Oracle
436,Python
436,Spark
437,AWS
437,PostgreSQL
437,Python
438,Azure
438,Data Lake
438,Data Warehouse
438,Machine Learning
438,Power BI
438,Python
438,SQL
438,Spark
439,PostgreSQL
439,Python
439,SQL
440,AWS
440,Airflow
440,Hadoop
440,Hive
440,Python
440,Redshift
440,Scala
440,Snowflake
440,Spark
441,AWS
441,Airflow
441,Data Modeling
441,ETL
441,Hive
441,Python
441,Redshift
441,SQL
442,AWS
442,Airflow
442,Data Modeling
442,Data Warehouse
442,ELT
442,ETL
442,Git
442,Hadoop
442,Hive
442,Looker
442,MySQL
442,Oracle
442,Python
442,Redshift
442,SQL
442,Spark
442,Tableau
443,AWS
443,Hadoop
443,Kafka
443,NoSQL
443,Python
443,Redshift
443,SQL
443,Snowflake
443,Spark
444,AWS
444,Airflow
444,Data Lake
444,Docker
444,ETL
444,Python
444,Redshift
444,SQL
445,AWS
445,Azure
445,ELT
445,ETL
445,Git
445,Kubernetes
445,Machine Learning
445,NumPy
445,Pandas
445,Python
445,SQL
446,Hadoop
446,Linux
446,NoSQL
446,SQL
447,Java
448,Hadoop
448,Kafka
448,NoSQL
448,SQL
448,Spark
449,Python
449,R
449,SQL
449,Tableau
450,Data Modeling
450,Git
450,Java
450,Python
450,Redshift
450,SQL
450,SQL Server
450,Snowflake
451,Azure
451,Data Modeling
451,ETL
451,Machine Learning
451,Power BI
451,Python
451,R
451,SQL
451,SQL Server
451,Spark
452,Java
453,AWS
453,Airflow
453,Azure
453,Data Warehouse
453,ETL
453,Git
453,Kafka
453,Machine Learning
453,Python
453,SQL
454,AWS
454,BigQuery
454,Docker
454,ETL
454,GCP
454,Hadoop
454,Java
454,Kafka
454,Kubernetes
454,NoSQL
454,Python
454,SQL
454,Scala
454,Snowflake
454,Spark
455,AWS
455,GCP
455,MongoDB
456,SQL
457,Hadoop
457,Python
457,SQL
457,SQL Server
457,Spark
458,AWS
458,Azure
458,Data Warehouse
458,ETL
458,GCP
458,Power BI
458,Python
458,R
458,SQL
458,Tableau
459,AWS
459,Airflow
459,Data Modeling
459,Data Warehouse
459,ETL
459,Looker
459,Machine Learning
459,Python
459,Redshift
459,SQL
459,dbt
460,Azure
460,Data Lake
460,Data Warehouse
460,ELT
460,ETL
460,Hadoop
460,Hive
460,Machine Learning
460,Power BI
460,Python
460,R
460,SQL
460,SQL Server
460,Spark
460,Tableau
461,Azure
461,Scala
462,Java
462,MongoDB
462,Python
462,Redshift
462,SQL
463,AWS
463,Azure
463,GCP
464,AWS
464,Airflow
464,Hadoop
464,Java
464,Kafka
464,NoSQL
464,Python
464,Redshift
464,SQL
464,Scala
464,Spark
465,Data Warehouse
465,ELT
465,ETL
465,Java
465,Linux
465,Python
465,R
465,Tableau
466,SQL
467,AWS
467,Azure
467,Java
467,Python
467,SQL
467,Scala
467,Spark
468,Java
468,Kafka
468,MongoDB
468,Oracle
468,SQL
469,AWS
469,Azure
469,Data Warehouse
469,GCP
469,Python
469,SQL
469,Tableau
470,Data Warehouse
470,Java
470,Linux
470,Python
470,SQL
471,AWS
471,Hadoop
471,Kafka
471,NoSQL
471,Python
471,Redshift
471,SQL
471,Scala
471,Snowflake
471,Spark
473,AWS
473,Data Warehouse
473,ETL
473,Python
473,R
473,SQL
473,Scala
473,Snowflake
473,Spark
474,AWS
474,Docker
474,MySQL
474,Python
475,Azure
475,Data Warehouse
475,ELT
475,ETL
475,Git
475,Power BI
475,Python
475,SQL
477,AWS
477,Airflow
477,Azure
477,Hadoop
477,Java
477,Kafka
477,Machine Learning
477,NoSQL
477,Python
477,R
477,Redshift
477,SQL
477,Scala
477,Spark
478,AWS
478,Azure
478,GCP
478,Java
478,Kafka
478,Python
479,AWS
479,Docker
479,SQL
479,SQL Server
479,Snowflake
480,AWS
480,Airflow
480,ETL
480,Hive
480,Kafka
480,NoSQL
480,Python
480,Redshift
480,SQL
480,SQL Server
480,Scala
480,Snowflake
480,Spark
481,AWS
481,Data Modeling
481,ETL
481,Hadoop
481,Python
481,R
481,SQL
481,Tableau
482,Airflow
482,Machine Learning
482,Python
482,Spark
483,Azure
483,Data Lake
483,Data Warehouse
483,ELT
483,ETL
483,Hadoop
483,Hive
483,Machine Learning
483,Power BI
483,Python
483,R
483,SQL
483,SQL Server
483,Spark
483,Tableau
484,Azure
484,Data Warehouse
484,Python
484,SQL
485,AWS
485,Azure
485,Data Warehouse
485,GCP
485,Hadoop
485,Linux
485,NoSQL
485,SQL
486,Data Modeling
486,Git
486,Java
486,Python
486,Redshift
486,SQL
486,SQL Server
486,Snowflake
487,AWS
487,Data Lake
487,Data Modeling
487,Data Warehouse
487,ETL
487,Oracle
487,Python
487,Redshift
487,SQL
487,SQL Server
487,Scala
487,Snowflake
487,Spark
488,AWS
488,Azure
488,Docker
488,GCP
488,Kubernetes
488,Linux
488,MySQL
488,SQL
489,ELT
489,ETL
490,AWS
490,ETL
490,Java
490,Kafka
490,Linux
490,Machine Learning
490,MongoDB
490,NoSQL
490,Redshift
490,SQL
490,SQL Server
490,Scala
490,Snowflake
490,Spark
491,Azure
491,Data Lake
491,Data Warehouse
491,Tableau
492,AWS
492,Docker
492,Hadoop
492,Hive
492,Kubernetes
492,Python
492,Spark
492,Tableau
493,AWS
493,Data Modeling
493,Docker
493,Hadoop
493,Hive
493,Java
493,Kafka
493,Kubernetes
493,Machine Learning
493,MySQL
493,NoSQL
493,Oracle
493,PostgreSQL
493,Python
493,SQL
493,Scala
493,Spark
494,ETL
494,Hadoop
494,Hive
494,Java
494,Kafka
494,Linux
494,Python
494,SQL
494,Scala
494,Spark
495,AWS
496,Airflow
496,Azure
496,Data Modeling
496,Git
496,Hadoop
496,Hive
496,Java
496,Machine Learning
496,MongoDB
496,NoSQL
496,Python
496,R
496,SQL
496,SQL Server
496,Spark
497,Data Lake
497,ELT
497,Hadoop
497,Java
497,Kafka
497,Python
497,R
497,Spark
498,AWS
498,ETL
498,Java
498,Kafka
498,Linux
498,Machine Learning
498,MongoDB
498,NoSQL
498,Redshift
498,SQL
498,SQL Server
498,Scala
498,Snowflake
498,Spark
500,AWS
500,Hadoop
500,Kafka
500,NoSQL
500,Python
500,Redshift
500,SQL
500,Scala
500,Snowflake
500,Spark
501,Java
501,Linux
501,NoSQL
501,SQL
502,AWS
502,Azure
502,ETL
502,Oracle
502,Python
502,R
502,SQL
502,SQL Server
502,Scala
502,Snowflake
502,Tableau
503,ETL
503,Hadoop
503,Java
503,Kafka
503,Linux
503,SQL
503,Scala
503,Spark
504,AWS
504,Airflow
504,Hadoop
504,Hive
504,Python
504,Redshift
504,Scala
504,Snowflake
504,Spark
505,AWS
505,Hadoop
505,Kafka
505,NoSQL
505,Python
505,Redshift
505,SQL
505,Snowflake
505,Spark
506,Airflow
506,BigQuery
506,Data Warehouse
506,ELT
506,ETL
506,GCP
506,Hadoop
506,Hive
506,Java
506,Machine Learning
506,NoSQL
506,Python
506,Scala
506,Snowflake
506,Spark
507,AWS
507,Data Lake
507,Python
508,AWS
508,Data Modeling
508,Data Warehouse
508,ETL
508,Java
508,Linux
508,Oracle
508,Power BI
508,SQL
508,SQL Server
508,Tableau
509,Data Warehouse
509,Power BI
509,Python
509,R
509,SQL
509,Snowflake
509,Tableau
510,AWS
510,Airflow
510,ETL
510,Hive
510,Kafka
510,NoSQL
510,Redshift
510,SQL
510,SQL Server
510,Snowflake
510,Spark
511,Azure
511,Data Modeling
511,Data Warehouse
511,Power BI
511,SQL
511,SQL Server
511,Tableau
512,AWS
512,Azure
512,Docker
512,Linux
512,Python
513,AWS
513,Data Lake
513,Python
514,Azure
514,Git
514,SQL
515,AWS
515,Airflow
515,Azure
515,Docker
515,GCP
515,Kubernetes
515,Python
515,R
515,SQL
516,Docker
516,Java
516,Kafka
516,Kubernetes
516,Python
516,SQL
516,Scala
516,Spark
517,Data Warehouse
517,Java
517,Linux
517,Python
517,SQL
518,Hadoop
518,Java
518,Kafka
518,Machine Learning
518,Python
518,R
518,SQL
518,Scala
518,Spark
519,Oracle
519,SQL
519,SQL Server
521,Data Warehouse
521,Power BI
521,Python
521,R
521,SQL
521,Snowflake
521,Tableau
523,AWS
523,Linux
523,Machine Learning
523,Python
523,SQL
523,Snowflake
524,Data Warehouse
524,ETL
524,SQL
525,Data Lake
525,Java
525,Machine Learning
525,Python
526,Airflow
526,BigQuery
526,Data Warehouse
526,ELT
526,ETL
526,GCP
526,Hadoop
526,Hive
526,Java
526,Machine Learning
526,NoSQL
526,Python
526,Scala
526,Snowflake
526,Spark
527,Docker
527,Git
527,Kubernetes
527,Python
528,AWS
528,Java
528,Linux
528,PostgreSQL
528,SQL
529,AWS
529,Data Lake
529,Python
530,Data Warehouse
530,ETL
530,MySQL
530,Python
530,SQL
531,AWS
531,Docker
531,Git
531,Hive
531,Java
531,Kafka
531,Kubernetes
531,Machine Learning
531,NoSQL
531,PostgreSQL
531,Python
531,SQL
531,Scala
532,AWS
532,Hadoop
532,NoSQL
532,Python
532,Redshift
532,SQL
532,Snowflake
532,Spark
533,Oracle
533,SQL
533,SQL Server
534,AWS
534,Java
534,PostgreSQL
534,Python
534,Spark
535,BigQuery
535,Data Warehouse
535,ELT
535,ETL
535,Hadoop
535,Java
535,Looker
535,Oracle
535,Python
535,SQL
535,SQL Server
536,AWS
536,Azure
536,Hadoop
536,Java
536,Linux
536,Scala
537,Hadoop
537,Linux
537,Python
537,Spark
538,AWS
538,Airflow
538,ETL
538,Hive
538,Kafka
538,NoSQL
538,Redshift
538,SQL
538,SQL Server
538,Snowflake
538,Spark
539,AWS
539,Airflow
539,Azure
539,Docker
539,GCP
539,Java
539,Kubernetes
539,Machine Learning
539,Python
539,R
539,SQL
539,Scala
540,AWS
540,Airflow
540,Hadoop
540,Java
540,Kafka
540,NoSQL
540,PostgreSQL
540,Python
540,Redshift
540,SQL
540,Scala
540,Spark
541,Airflow
541,Git
541,Kubernetes
541,Linux
541,Machine Learning
541,NumPy
541,Pandas
541,Python
542,Airflow
542,Hive
542,Kafka
542,Spark
543,AWS
543,Azure
543,Hadoop
543,Hive
543,Linux
543,Python
543,Scala
543,Spark
544,AWS
544,Java
544,NoSQL
544,Python
544,Redshift
544,SQL
544,Scala
544,Spark
545,AWS
545,Airflow
545,BigQuery
545,Data Warehouse
545,ETL
545,Git
545,Hive
545,Kafka
545,MySQL
545,NoSQL
545,Oracle
545,PostgreSQL
545,Redshift
545,SQL
545,SQL Server
545,Spark
546,Kubernetes
546,MySQL
546,Python
547,Hadoop
547,Machine Learning
547,MongoDB
547,NoSQL
547,Python
547,R
547,Spark
548,AWS
548,Azure
548,ETL
548,Oracle
548,Python
548,R
548,SQL
548,SQL Server
548,Scala
548,Snowflake
548,Tableau
549,Azure
549,Kafka
549,Spark
550,Hadoop
550,Java
550,Kafka
550,Python
550,Scala
550,Spark
551,Kubernetes
551,Linux
551,NoSQL
552,SQL
552,SQL Server
553,AWS
553,Airflow
553,Azure
553,Data Warehouse
553,ETL
553,Git
553,Kafka
553,Machine Learning
553,Python
553,SQL
553,Snowflake
554,AWS
554,Azure
554,Docker
554,Git
554,Java
554,Kubernetes
554,Python
555,Azure
555,Java
555,Linux
555,Oracle
555,Python
556,AWS
556,Azure
556,Data Modeling
556,GCP
556,Hadoop
556,Java
556,Kafka
556,MongoDB
556,MySQL
556,NoSQL
556,Oracle
556,Python
556,Scala
556,Spark
557,AWS
557,Azure
557,BigQuery
557,ETL
557,GCP
557,Hadoop
557,Java
557,Python
557,Redshift
557,SQL
557,Snowflake
557,Spark
558,AWS
558,Azure
558,Data Lake
558,Data Modeling
558,Docker
558,ETL
558,GCP
558,Git
558,Hadoop
558,Machine Learning
558,NoSQL
558,Python
558,SQL
558,Spark
559,Azure
559,Java
559,Linux
559,Oracle
559,Python
560,Azure
560,Git
560,SQL
561,Airflow
561,Docker
561,GCP
561,Hadoop
561,Hive
561,Linux
561,Machine Learning
561,MySQL
561,Oracle
561,PostgreSQL
561,Python
561,R
561,Scala
561,Spark
562,AWS
562,Airflow
562,Kafka
562,Kubernetes
562,Python
562,SQL
562,Scala
562,Spark
563,Azure
563,ETL
563,Java
563,Kafka
563,MySQL
563,NoSQL
563,Python
563,SQL
563,SQL Server
564,AWS
564,Data Lake
564,ETL
564,SQL
565,AWS
565,ETL
565,Machine Learning
565,NumPy
565,Pandas
565,Python
565,Redshift
565,SQL
565,Tableau
566,AWS
566,Data Warehouse
566,Docker
566,ELT
566,ETL
566,Machine Learning
566,Python
566,SQL
567,Azure
567,Docker
567,Kafka
567,Spark
568,Linux
568,Python
569,Java
569,SQL
569,SQL Server
570,Java
570,Kafka
570,NoSQL
570,Scala
570,Spark
571,Kafka
572,AWS
572,Azure
572,Linux
573,AWS
573,Data Lake
573,Python
574,AWS
574,Data Modeling
574,Data Warehouse
574,ELT
574,ETL
574,Linux
574,Machine Learning
574,Redshift
574,SQL
574,Snowflake
575,AWS
575,Data Warehouse
575,Docker
575,ELT
575,ETL
575,Machine Learning
575,Python
575,SQL
576,ETL
576,NoSQL
576,SQL
577,AWS
577,Data Lake
577,Python
578,ETL
579,Azure
579,Kafka
579,Spark
580,Java
580,Python
581,AWS
581,Azure
581,SQL
581,SQL Server
582,Data Warehouse
582,Java
582,Kafka
582,Python
582,SQL
583,SQL
583,SQL Server
584,AWS
584,Hive
584,Java
584,Python
584,SQL
584,Scala
584,Spark
585,ETL
585,Python
585,Redshift
585,SQL
585,Spark
586,Airflow
586,Python
586,SQL
586,SQL Server
586,Spark
587,AWS
587,Azure
587,ETL
587,SQL
587,SQL Server
588,Data Modeling
588,ETL
588,Power BI
588,Python
588,SQL
588,Spark
589,AWS
589,Airflow
589,Azure
589,Docker
589,Hadoop
589,Java
589,Kafka
589,Kubernetes
589,NoSQL
589,Python
589,SQL
589,Snowflake
589,Spark
590,AWS
590,ETL
590,Python
590,SQL
590,Spark
591,AWS
591,Azure
591,ETL
591,SQL
591,SQL Server
592,Data Modeling
592,ETL
592,Power BI
592,Python
592,SQL
592,Spark
